instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,duration_days,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,status,temp_group
2664,2011-04-25,2,0,4,21,0,1,1,1,0.62,0.6061,0.69,0.2537,41,149,190,114.0,115,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,773,3300,4073,Active,Normal
2665,2011-04-25,2,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,23,83,106,114.0,115,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,773,3300,4073,Active,Normal
2666,2011-04-25,2,0,4,23,0,1,1,1,0.58,0.5455,0.78,0.2836,9,53,62,114.0,115,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,773,3300,4073,Active,Normal
2667,2011-04-26,2,0,4,0,0,2,1,1,0.62,0.6061,0.69,0.2836,10,17,27,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2668,2011-04-26,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,16,5,21,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2669,2011-04-26,2,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,17,9,26,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2670,2011-04-26,2,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,17,4,21,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2671,2011-04-26,2,0,4,4,0,2,1,1,0.56,0.5303,0.83,0.2537,2,4,6,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2672,2011-04-26,2,0,4,5,0,2,1,1,0.54,0.5152,0.88,0.2537,0,16,16,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2673,2011-04-26,2,0,4,6,0,2,1,1,0.56,0.5303,0.88,0.2239,0,80,80,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2674,2011-04-26,2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985,16,254,270,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2675,2011-04-26,2,0,4,8,0,2,1,1,0.58,0.5455,0.83,0.2985,32,417,449,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2676,2011-04-26,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,35,164,199,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2677,2011-04-26,2,0,4,10,0,2,1,1,0.66,0.6212,0.69,0.3582,22,98,120,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2678,2011-04-26,2,0,4,11,0,2,1,1,0.68,0.6364,0.65,0.3881,40,132,172,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2679,2011-04-26,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179,40,146,186,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2680,2011-04-26,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,37,139,176,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Hot
2681,2011-04-26,2,0,4,14,0,2,1,1,0.72,0.6667,0.58,0.3284,40,115,155,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Hot
2682,2011-04-26,2,0,4,15,0,2,1,1,0.7,0.6515,0.61,0.3582,34,119,153,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2683,2011-04-26,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,40,251,291,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2684,2011-04-26,2,0,4,17,0,2,1,1,0.68,0.6364,0.61,0.3582,66,455,521,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2685,2011-04-26,2,0,4,18,0,2,1,1,0.68,0.6364,0.65,0.4478,65,463,528,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2686,2011-04-26,2,0,4,19,0,2,1,1,0.64,0.6061,0.73,0.4179,42,286,328,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2687,2011-04-26,2,0,4,20,0,2,1,1,0.64,0.6061,0.73,0.3582,35,199,234,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2688,2011-04-26,2,0,4,21,0,2,1,1,0.62,0.5909,0.78,0.2836,33,162,195,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2689,2011-04-26,2,0,4,22,0,2,1,2,0.6,0.5606,0.83,0.194,32,116,148,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2690,2011-04-26,2,0,4,23,0,2,1,2,0.6,0.5606,0.83,0.2239,7,71,78,115.0,116,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,Active,Normal
2691,2011-04-27,2,0,4,0,0,3,1,1,0.6,0.5606,0.83,0.2239,3,24,27,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2692,2011-04-27,2,0,4,1,0,3,1,1,0.6,0.5606,0.83,0.2537,2,15,17,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2693,2011-04-27,2,0,4,2,0,3,1,1,0.58,0.5455,0.88,0.2537,0,5,5,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2694,2011-04-27,2,0,4,3,0,3,1,2,0.58,0.5455,0.88,0.2836,3,4,7,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2695,2011-04-27,2,0,4,4,0,3,1,1,0.56,0.5303,0.94,0.2239,0,6,6,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2696,2011-04-27,2,0,4,5,0,3,1,2,0.56,0.5303,0.94,0.2537,1,16,17,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2697,2011-04-27,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537,5,79,84,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2698,2011-04-27,2,0,4,7,0,3,1,2,0.58,0.5455,0.88,0.2836,17,229,246,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2699,2011-04-27,2,0,4,8,0,3,1,2,0.58,0.5455,0.88,0.3284,31,413,444,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2700,2011-04-27,2,0,4,9,0,3,1,2,0.6,0.5455,0.88,0.4179,20,161,181,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2701,2011-04-27,2,0,4,10,0,3,1,2,0.62,0.5758,0.83,0.2836,26,66,92,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2702,2011-04-27,2,0,4,11,0,3,1,2,0.64,0.5909,0.78,0.2836,53,103,156,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2703,2011-04-27,2,0,4,12,0,3,1,1,0.66,0.6061,0.78,0.3284,38,135,173,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2704,2011-04-27,2,0,4,13,0,3,1,1,0.64,0.5909,0.78,0.2985,31,119,150,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2705,2011-04-27,2,0,4,14,0,3,1,1,0.68,0.6364,0.74,0.2836,29,119,148,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2706,2011-04-27,2,0,4,15,0,3,1,1,0.7,0.6515,0.65,0.4925,18,120,138,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2707,2011-04-27,2,0,4,16,0,3,1,1,0.7,0.6515,0.7,0.3881,29,189,218,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2708,2011-04-27,2,0,4,17,0,3,1,3,0.66,0.6061,0.83,0.3881,63,458,521,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2709,2011-04-27,2,0,4,18,0,3,1,3,0.66,0.6061,0.83,0.3881,46,366,412,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2710,2011-04-27,2,0,4,19,0,3,1,1,0.62,0.5909,0.78,0.2836,40,220,260,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2711,2011-04-27,2,0,4,20,0,3,1,1,0.64,0.5758,0.83,0.3284,30,188,218,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2712,2011-04-27,2,0,4,21,0,3,1,1,0.62,0.5606,0.88,0.2836,19,126,145,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2713,2011-04-27,2,0,4,22,0,3,1,2,0.62,0.5606,0.88,0.3284,18,111,129,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2714,2011-04-27,2,0,4,23,0,3,1,2,0.62,0.5606,0.88,0.3582,25,53,78,116.0,117,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,Active,Normal
2715,2011-04-28,2,0,4,0,0,4,1,1,0.64,0.5909,0.78,0.3582,13,41,54,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2716,2011-04-28,2,0,4,1,0,4,1,2,0.62,0.5758,0.83,0.3881,8,12,20,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2717,2011-04-28,2,0,4,2,0,4,1,2,0.62,0.5758,0.83,0.4478,14,7,21,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2718,2011-04-28,2,0,4,3,0,4,1,2,0.64,0.5909,0.78,0.3881,2,1,3,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2719,2011-04-28,2,0,4,4,0,4,1,2,0.62,0.5758,0.83,0.4179,4,5,9,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2720,2011-04-28,2,0,4,5,0,4,1,2,0.62,0.5758,0.83,0.3881,0,13,13,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2721,2011-04-28,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,7,79,86,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2722,2011-04-28,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,14,201,215,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2723,2011-04-28,2,0,4,8,0,4,1,2,0.66,0.6061,0.78,0.4478,31,367,398,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2724,2011-04-28,2,0,4,9,0,4,1,3,0.62,0.5606,0.88,0.3284,18,165,183,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2725,2011-04-28,2,0,4,10,0,4,1,2,0.62,0.5606,0.88,0.2836,9,45,54,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2726,2011-04-28,2,0,4,11,0,4,1,2,0.62,0.5758,0.83,0.2836,10,74,84,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2727,2011-04-28,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537,23,84,107,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2728,2011-04-28,2,0,4,13,0,4,1,2,0.62,0.5758,0.83,0.2985,18,103,121,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2729,2011-04-28,2,0,4,14,0,4,1,1,0.62,0.5758,0.83,0.2985,21,121,142,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2730,2011-04-28,2,0,4,15,0,4,1,1,0.66,0.6212,0.69,0.3284,46,117,163,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2731,2011-04-28,2,0,4,16,0,4,1,1,0.62,0.5909,0.78,0.2537,42,228,270,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2732,2011-04-28,2,0,4,17,0,4,1,1,0.64,0.6212,0.47,0.3582,49,406,455,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2733,2011-04-28,2,0,4,18,0,4,1,1,0.64,0.6212,0.47,0.3582,44,486,530,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2734,2011-04-28,2,0,4,19,0,4,1,1,0.62,0.6212,0.43,0.2985,57,347,404,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2735,2011-04-28,2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,49,220,269,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2736,2011-04-28,2,0,4,21,0,4,1,1,0.56,0.5303,0.46,0.1343,27,167,194,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2737,2011-04-28,2,0,4,22,0,4,1,1,0.54,0.5152,0.45,0.1642,34,119,153,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2738,2011-04-28,2,0,4,23,0,4,1,1,0.54,0.5152,0.39,0.0896,29,81,110,117.0,118,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,Active,Normal
2739,2011-04-29,2,0,4,0,0,5,1,1,0.52,0.5,0.39,0.2836,11,37,48,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2740,2011-04-29,2,0,4,1,0,5,1,1,0.5,0.4848,0.45,0.0896,10,21,31,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2741,2011-04-29,2,0,4,2,0,5,1,1,0.46,0.4545,0.63,0.1045,2,8,10,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2742,2011-04-29,2,0,4,3,0,5,1,1,0.46,0.4545,0.59,0.0896,1,4,5,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2743,2011-04-29,2,0,4,4,0,5,1,1,0.46,0.4545,0.51,0.1343,0,6,6,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2744,2011-04-29,2,0,4,5,0,5,1,1,0.46,0.4545,0.47,0.1343,0,25,25,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2745,2011-04-29,2,0,4,6,0,5,1,1,0.5,0.4848,0.45,0.2836,4,67,71,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2746,2011-04-29,2,0,4,7,0,5,1,1,0.52,0.5,0.42,0.194,18,222,240,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2747,2011-04-29,2,0,4,8,0,5,1,1,0.54,0.5152,0.39,0.2985,35,386,421,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2748,2011-04-29,2,0,4,9,0,5,1,1,0.54,0.5152,0.39,0.3284,45,185,230,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2749,2011-04-29,2,0,4,10,0,5,1,1,0.56,0.5303,0.4,0.2836,57,99,156,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2750,2011-04-29,2,0,4,11,0,5,1,1,0.6,0.6212,0.38,0.2239,49,108,157,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2751,2011-04-29,2,0,4,12,0,5,1,1,0.56,0.5303,0.37,0.2836,63,160,223,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2752,2011-04-29,2,0,4,13,0,5,1,1,0.56,0.5303,0.37,0.2985,74,234,308,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2753,2011-04-29,2,0,4,14,0,5,1,1,0.6,0.6212,0.35,0.3284,58,190,248,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2754,2011-04-29,2,0,4,15,0,5,1,2,0.56,0.5303,0.4,0.2985,77,175,252,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2755,2011-04-29,2,0,4,16,0,5,1,2,0.54,0.5152,0.42,0.3582,59,240,299,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2756,2011-04-29,2,0,4,17,0,5,1,2,0.52,0.5,0.45,0.3881,75,433,508,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2757,2011-04-29,2,0,4,18,0,5,1,1,0.52,0.5,0.48,0.3582,55,384,439,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2758,2011-04-29,2,0,4,19,0,5,1,1,0.46,0.4545,0.55,0.3284,40,230,270,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2759,2011-04-29,2,0,4,20,0,5,1,1,0.48,0.4697,0.48,0.2239,34,160,194,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2760,2011-04-29,2,0,4,21,0,5,1,1,0.46,0.4545,0.51,0.194,50,145,195,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2761,2011-04-29,2,0,4,22,0,5,1,1,0.42,0.4242,0.58,0.1642,36,110,146,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2762,2011-04-29,2,0,4,23,0,5,1,2,0.44,0.4394,0.54,0.0896,25,88,113,118.0,119,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,Active,Normal
2763,2011-04-30,2,0,4,0,0,6,0,2,0.44,0.4394,0.54,0.2537,33,73,106,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2764,2011-04-30,2,0,4,1,0,6,0,2,0.44,0.4394,0.54,0.1642,15,59,74,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2765,2011-04-30,2,0,4,2,0,6,0,2,0.44,0.4394,0.54,0.2239,12,53,65,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2766,2011-04-30,2,0,4,3,0,6,0,2,0.42,0.4242,0.54,0.194,4,13,17,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2767,2011-04-30,2,0,4,4,0,6,0,2,0.42,0.4242,0.54,0.2239,2,5,7,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2768,2011-04-30,2,0,4,5,0,6,0,1,0.42,0.4242,0.54,0.3881,3,4,7,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2769,2011-04-30,2,0,4,6,0,6,0,1,0.4,0.4091,0.58,0.2836,10,11,21,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2770,2011-04-30,2,0,4,7,0,6,0,1,0.4,0.4091,0.54,0.3881,21,27,48,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2771,2011-04-30,2,0,4,8,0,6,0,1,0.4,0.4091,0.54,0.2985,21,70,91,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2772,2011-04-30,2,0,4,9,0,6,0,1,0.44,0.4394,0.51,0.3582,35,121,156,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2773,2011-04-30,2,0,4,10,0,6,0,1,0.48,0.4697,0.44,0.3881,94,185,279,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2774,2011-04-30,2,0,4,11,0,6,0,1,0.5,0.4848,0.42,0.3582,120,201,321,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2775,2011-04-30,2,0,4,12,0,6,0,1,0.52,0.5,0.42,0.3881,178,238,416,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2776,2011-04-30,2,0,4,13,0,6,0,1,0.54,0.5152,0.39,0.2985,185,270,455,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2777,2011-04-30,2,0,4,14,0,6,0,1,0.54,0.5152,0.39,0.2239,184,268,452,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2778,2011-04-30,2,0,4,15,0,6,0,1,0.56,0.5303,0.37,0.1343,217,282,499,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2779,2011-04-30,2,0,4,16,0,6,0,1,0.58,0.5455,0.37,0.194,191,273,464,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2780,2011-04-30,2,0,4,17,0,6,0,1,0.56,0.5303,0.43,0.1343,162,245,407,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2781,2011-04-30,2,0,4,18,0,6,0,1,0.54,0.5152,0.43,0.1343,134,237,371,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2782,2011-04-30,2,0,4,19,0,6,0,1,0.54,0.5152,0.43,0.1343,150,237,387,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2783,2011-04-30,2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,65,159,224,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2784,2011-04-30,2,0,4,21,0,6,0,1,0.44,0.4394,0.62,0.1343,58,119,177,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2785,2011-04-30,2,0,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,37,106,143,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2786,2011-04-30,2,0,4,23,0,6,0,1,0.44,0.4394,0.67,0.1045,34,91,125,119.0,120,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,Active,Normal
2787,2011-05-01,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,19,77,96,120.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,Active,Normal
2788,2011-05-01,2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,9,50,59,120.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,Active,Normal
2789,2011-05-01,2,0,5,2,0,0,0,1,0.42,0.4242,0.77,0.1045,7,43,50,120.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,Active,Normal
2790,2011-05-01,2,0,5,3,0,0,0,1,0.4,0.4091,0.82,0.1045,8,15,23,120.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,Active,Normal
2791,2011-05-01,2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,6,11,17,120.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,Active,Normal
2792,2011-05-01,2,0,5,5,0,0,0,1,0.4,0.4091,0.82,0.0896,0,10,10,120.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,Active,Normal
2793,2011-05-01,2,0,5,6,0,0,0,2,0.4,0.4091,0.82,0.0896,4,9,13,120.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,Active,Normal
2794,2011-05-01,2,0,5,7,0,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33,120.0,121,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,Active,Normal
